"DefinitionName","元件显示名称","元件分类","supportLevel","showInPalette","是否参与运行时仿真","是否参与参数估算","terminalId","端子显示标签","端子类型","端子功能","功能来源","常开常闭或普通","属性来源","主控制测量分类","分类来源","端子方向或画面位置","Visual Prefab 是否存在","Runtime Visual Catalog 是否存在","被哪些模板使用","备注"
"Motor_StarDelta_380V","星三角电机
(380V)","Industrial","ParameterCalculationSupported","是","是","是","PE","PE","ProtectiveEarth","ProtectiveEarth","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","测量端子","根据元件分类和 terminalId 推导","右侧中部（normalizedPosition=1,0.5；原始坐标）","是","是","motor_star_delta_start",""
"StepperMotor_24V","步进电机
(24V)","Industrial","VisualOnly","否","否","否","A+","A+","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧上方（normalizedPosition=1,0.75；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperMotor_24V","步进电机
(24V)","Industrial","VisualOnly","否","否","否","A-","A-","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.55；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperMotor_24V","步进电机
(24V)","Industrial","VisualOnly","否","否","否","B+","B+","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.35；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperMotor_24V","步进电机
(24V)","Industrial","VisualOnly","否","否","否","B-","B-","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.15；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperDriver_24V","步进驱动器
(24V)","Industrial","VisualOnly","否","否","否","PUL","PUL","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧上方（normalizedPosition=1,0.75；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperDriver_24V","步进驱动器
(24V)","Industrial","VisualOnly","否","否","否","DIR","DIR","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.55；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperDriver_24V","步进驱动器
(24V)","Industrial","VisualOnly","否","否","否","ENA","ENA","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.35；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperDriver_24V","步进驱动器
(24V)","Industrial","VisualOnly","否","否","否","VCC","+","Phase","Phase","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.15；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"StepperDriver_24V","步进驱动器
(24V)","Industrial","VisualOnly","否","否","否","GND","-","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧下方（normalizedPosition=1,0；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L1","L1","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧上方（normalizedPosition=0.2,1；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","T1","T1","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0.2,0；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L2","L2","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间上方（normalizedPosition=0.5,1；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","T2","T2","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间下方（normalizedPosition=0.5,0；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L3","L3","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧上方（normalizedPosition=0.8,1；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","T3","T3","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=0.8,0；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","95","95","Input","Input","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.62；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","96","96","Output","Output","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.62；原始坐标）","是","是","motor_thermal_protection",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","97","97","Input","Input","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.34；原始坐标）","是","是","未被 18 张标准模板使用",""
"ThermalRelay_FR_380V","热继电器(FR)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","98","98","Output","Output","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.34；原始坐标）","是","是","未被 18 张标准模板使用",""
"Fuse_1P","熔断器1P(FU)","Industrial","ParameterCalculationSupported","是","是","是","IN","进","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间上方（normalizedPosition=0.5,1；原始坐标）","是","是","未被 18 张标准模板使用",""
"Fuse_1P","熔断器1P(FU)","Industrial","ParameterCalculationSupported","是","是","是","OUT","出","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间下方（normalizedPosition=0.5,0；原始坐标）","是","是","未被 18 张标准模板使用",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L1_IN","L1","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧上方（normalizedPosition=0.2,1；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L1_OUT","T1","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0.2,0；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L2_IN","L2","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间上方（normalizedPosition=0.5,1；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L2_OUT","T2","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","中间下方（normalizedPosition=0.5,0；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L3_IN","L3","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧上方（normalizedPosition=0.8,1；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"Fuse_3P","熔断器3P(FU)","Industrial","ParameterCalculationSupported","是","是","是","L3_OUT","T3","Output","Output","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=0.8,0；原始坐标）","是","是","motor_auto_reciprocating_control; motor_forward_reverse_control; motor_forward_reverse_double_interlock; motor_forward_reverse_interlock; motor_jog_continuous; motor_jog_control; motor_self_hold_control; motor_sequential_start_timer; motor_star_delta_start; motor_thermal_protection",""
"SolenoidValve_24V","电磁阀
(24V)","Industrial","VisualOnly","否","否","否","A1","A1","CoilA1","CoilA1","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","左侧下方（normalizedPosition=0.15,0；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"SolenoidValve_24V","电磁阀
(24V)","Industrial","VisualOnly","否","否","否","A2","A2","CoilA2","CoilA2","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","右侧下方（normalizedPosition=0.85,0；原始坐标）","否","是","未被 18 张标准模板使用","当前隐藏；不参与运行时仿真"
"Indicator_Red_220V","红色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Red_220V","红色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Red_380V","红色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Red_380V","红色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Green_220V","绿色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Green_220V","绿色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Green_380V","绿色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Green_380V","绿色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_SB","自锁开关SB(红)","Industrial","SimpleSwitchSupported","是","是","否","11","11","Input","Input","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_SB","自锁开关SB(红)","Industrial","SimpleSwitchSupported","是","是","否","12","12","Output","Output","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_SB","自锁开关SB(红)","Industrial","SimpleSwitchSupported","是","是","否","23","23","Input","Input","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_SB","自锁开关SB(红)","Industrial","SimpleSwitchSupported","是","是","否","24","24","Output","Output","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_Green_SB","自锁开关SB(绿)","Industrial","SimpleSwitchSupported","是","是","否","11","11","Input","Input","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_Green_SB","自锁开关SB(绿)","Industrial","SimpleSwitchSupported","是","是","否","12","12","Output","Output","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_Green_SB","自锁开关SB(绿)","Industrial","SimpleSwitchSupported","是","是","否","23","23","Input","Input","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"Button_SelfLock_Green_SB","自锁开关SB(绿)","Industrial","SimpleSwitchSupported","是","是","否","24","24","Output","Output","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"LimitSwitch_Compound","行程开关 SQ（限位开关）","Industrial","DynamicRuntimeSupported","是","是","否","11","11","Input","Input","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.65；原始坐标）","是","是","motor_auto_reciprocating_control",""
"LimitSwitch_Compound","行程开关 SQ（限位开关）","Industrial","DynamicRuntimeSupported","是","是","否","12","12","Output","Output","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","motor_auto_reciprocating_control",""
"LimitSwitch_Compound","行程开关 SQ（限位开关）","Industrial","DynamicRuntimeSupported","是","是","否","23","23","Input","Input","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0,0.25；原始坐标）","是","是","motor_auto_reciprocating_control",""
"LimitSwitch_Compound","行程开关 SQ（限位开关）","Industrial","DynamicRuntimeSupported","是","是","否","24","24","Output","Output","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.25；原始坐标）","是","是","motor_auto_reciprocating_control",""
"Timer_OnDelay_220V","通电延时时间继电器(KT)
(220V)","Industrial","ParameterCalculationSupported","是","是","是","A1","A1","CoilA1","CoilA1","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","左侧下方（normalizedPosition=0.15,0；原始坐标）","是","是","未被 18 张标准模板使用",""
"Timer_OnDelay_220V","通电延时时间继电器(KT)
(220V)","Industrial","ParameterCalculationSupported","是","是","是","A2","A2","CoilA2","CoilA2","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","右侧下方（normalizedPosition=0.85,0；原始坐标）","是","是","未被 18 张标准模板使用",""
"Timer_OnDelay_220V","通电延时时间继电器(KT)
(220V)","Industrial","ParameterCalculationSupported","是","是","是","15","15","Input","Input","TerminalRole 原始字段","转换触点公共端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.55；原始坐标）","是","是","未被 18 张标准模板使用",""
"Timer_OnDelay_220V","通电延时时间继电器(KT)
(220V)","Industrial","ParameterCalculationSupported","是","是","是","16","16","Output","Output","TerminalRole 原始字段","转换触点常闭端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"Timer_OnDelay_220V","通电延时时间继电器(KT)
(220V)","Industrial","ParameterCalculationSupported","是","是","是","18","18","Output","Output","TerminalRole 原始字段","转换触点常开端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.35；原始坐标）","是","是","未被 18 张标准模板使用",""
"Timer_OnDelay_380V","通电延时时间继电器(KT)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","A1","A1","CoilA1","CoilA1","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","左侧下方（normalizedPosition=0.15,0；原始坐标）","是","是","motor_sequential_start_timer; motor_star_delta_start",""
"Timer_OnDelay_380V","通电延时时间继电器(KT)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","A2","A2","CoilA2","CoilA2","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","控制回路","根据 TerminalRole 推导","右侧下方（normalizedPosition=0.85,0；原始坐标）","是","是","motor_sequential_start_timer; motor_star_delta_start",""
"Timer_OnDelay_380V","通电延时时间继电器(KT)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","15","15","Input","Input","TerminalRole 原始字段","转换触点公共端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.55；原始坐标）","是","是","motor_sequential_start_timer; motor_star_delta_start",""
"Timer_OnDelay_380V","通电延时时间继电器(KT)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","16","16","Output","Output","TerminalRole 原始字段","转换触点常闭端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","motor_star_delta_start",""
"Timer_OnDelay_380V","通电延时时间继电器(KT)
(380V)","Industrial","ParameterCalculationSupported","是","是","是","18","18","Output","Output","TerminalRole 原始字段","转换触点常开端","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.35；原始坐标）","是","是","motor_sequential_start_timer; motor_star_delta_start",""
"LimitSwitch_SelfLock","限位开关(自锁)","Industrial","SimpleSwitchSupported","是","是","否","11","11","Input","Input","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"LimitSwitch_SelfLock","限位开关(自锁)","Industrial","SimpleSwitchSupported","是","是","否","12","12","Output","Output","TerminalRole 原始字段","常闭触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧中部（normalizedPosition=1,0.65；原始坐标）","是","是","未被 18 张标准模板使用",""
"LimitSwitch_SelfLock","限位开关(自锁)","Industrial","SimpleSwitchSupported","是","是","否","23","23","Input","Input","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","左侧下方（normalizedPosition=0,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"LimitSwitch_SelfLock","限位开关(自锁)","Industrial","SimpleSwitchSupported","是","是","否","24","24","Output","Output","TerminalRole 原始字段","常开触点组","根据 terminalId 推导","主回路或供电端","根据 TerminalRole 推导","右侧下方（normalizedPosition=1,0.25；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Yellow_220V","黄色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Yellow_220V","黄色指示灯
(220V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Yellow_380V","黄色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","L","L","Input","Input","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","主回路或供电端","根据 TerminalRole 推导","左侧中部（normalizedPosition=0,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
"Indicator_Yellow_380V","黄色指示灯
(380V)","Industrial","ParameterCalculationSupported","是","是","是","N","N","Neutral","Neutral","TerminalRole 原始字段","普通端子","项目未提供 NO/NC 字段","未自动判定","项目未提供回路分类字段","右侧中部（normalizedPosition=1,0.45；原始坐标）","是","是","未被 18 张标准模板使用",""
